,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url
46,Grand Theft Auto: San Andreas,6-Jun-05,14.99,"2,000,000-5,000,000",Rockstar Games,Rockstar Games,373.0,236.0,93.0,11244,Action,M,XBL,,,,0.13,0.09,0.02,,0.01,2008.0,http://www.vgchartz.com/game/36995/grand-theft-auto-san-andreas/?region=All,/games/boxart/full_7647298AmericaFrontccc.jpg
47,Grand Theft Auto: San Andreas,6-Jun-05,14.99,"2,000,000-5,000,000",Rockstar Games,Rockstar Games,373.0,236.0,93.0,19295,Misc,,PS3,,,,0.01,,0.01,,0.0,2012.0,http://www.vgchartz.com/game/77837/grand-theft-auto-san-andreas/?region=All,/games/boxart/default.jpg
48,Grand Theft Auto: San Andreas,6-Jun-05,14.99,"2,000,000-5,000,000",Rockstar Games,Rockstar Games,373.0,236.0,93.0,32501,Misc,,OSX,,,,,,,,,2011.0,http://www.vgchartz.com/game/77834/grand-theft-auto-san-andreas/?region=All,/games/boxart/default.jpg
49,Grand Theft Auto: San Andreas,6-Jun-05,14.99,"2,000,000-5,000,000",Rockstar Games,Rockstar Games,373.0,236.0,93.0,32502,Misc,,WinP,,,,,,,,,2014.0,http://www.vgchartz.com/game/77835/grand-theft-auto-san-andreas/?region=All,/games/boxart/default.jpg
50,Grand Theft Auto: San Andreas,6-Jun-05,14.99,"2,000,000-5,000,000",Rockstar Games,Rockstar Games,373.0,236.0,93.0,32503,Misc,,And,,,,,,,,,2014.0,http://www.vgchartz.com/game/77836/grand-theft-auto-san-andreas/?region=All,/games/boxart/default.jpg
51,Sid Meier's Civilization IV,25-Oct-05,19.99,"1,000,000-2,000,000",Firaxis Games,2K,0.0,0.0,94.0,10025,Strategy,E10,PC,9.4,,,0.16,0.02,0.12,,0.02,2005.0,http://www.vgchartz.com/game/7308/sid-meiers-civilization-iv/?region=All,/games/boxart/907179ccc.jpg
52,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,8816,Strategy,E10,PSP,8.5,,,0.2,0.16,0.01,,0.02,2007.0,http://www.vgchartz.com/game/2049/sid-meiers-pirates/?region=All,/games/boxart/full_3830387AmericaFrontccc.jpg
53,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,9947,Strategy,E10,Wii,6.5,,,0.16,0.13,0.02,,0.01,2010.0,http://www.vgchartz.com/game/44857/sid-meiers-pirates/?region=All,/games/boxart/full_sid-meiers-pirates_2AmericaFront.jpg
54,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,10735,Strategy,T,XB,,,,0.14,0.11,0.03,,0.01,2005.0,http://www.vgchartz.com/game/38285/sid-meiers-pirates/?region=All,/games/boxart/full_7260840AmericaFrontccc.jpg
55,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,44661,Strategy,E,PC,,,,,,,,,2004.0,http://www.vgchartz.com/game/23875/sid-meiers-pirates/?region=All,/games/boxart/full_1825296AmericaFrontccc.jpg
56,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,44662,Strategy,T,XBL,,,,,,,,,2008.0,http://www.vgchartz.com/game/37010/sid-meiers-pirates/?region=All,/games/boxart/full_5270579AmericaFrontccc.jpg
57,Sid Meier's Pirates!,11-Jul-05,9.99,"500,000-1,000,000",Firaxis Games,2K,0.0,0.0,88.0,44663,Strategy,,PSN,,,,,,,,,2008.0,http://www.vgchartz.com/game/43313/sid-meiers-pirates/?region=All,/games/boxart/full_7473878PALFrontccc.png
58,Darwinia,14-Jul-05,9.99,"500,000-1,000,000",Introversion Software,Introversion Software,0.0,0.0,84.0,27862,Strategy,E,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/24048/darwinia/?region=All,/games/boxart/full_7854218AmericaFrontccc.jpg
59,Dungeon Siege II,16-Aug-05,6.99,"500,000-1,000,000",Gas Powered Games,Square Enix,0.0,0.0,80.0,17251,Role-Playing,M,PC,,,,0.02,,0.02,,0.0,2005.0,http://www.vgchartz.com/game/13163/dungeon-siege-ii/?region=All,/games/boxart/989796ccc.jpg
60,Prince of Persia: The Two Thrones,7-Dec-05,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,3445,Adventure,M,PS2,,,,0.68,0.57,0.02,,0.09,2005.0,http://www.vgchartz.com/game/5595/prince-of-persia-the-two-thrones/?region=All,/games/boxart/full_6382876AmericaFrontccc.jpg
61,Prince of Persia: The Two Thrones,7-Dec-05,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,3995,Adventure,M,XB,,,,0.58,0.33,0.22,,0.03,2005.0,http://www.vgchartz.com/game/1791/prince-of-persia-the-two-thrones/?region=All,/games/boxart/9923365ccc.jpg
62,Prince of Persia: The Two Thrones,7-Dec-05,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,10421,Adventure,M,GC,8.7,,,0.15,0.11,0.03,,0.0,2005.0,http://www.vgchartz.com/game/5594/prince-of-persia-the-two-thrones/?region=All,/games/boxart/8686198ccc.jpg
63,Prince of Persia: The Two Thrones,7-Dec-05,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,20479,Adventure,M,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/13245/prince-of-persia-the-two-thrones/?region=All,/games/boxart/7827090ccc.jpg
64,Prince of Persia: The Two Thrones,21-Nov-08,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,3445,Adventure,M,PS2,,,,0.68,0.57,0.02,,0.09,2005.0,http://www.vgchartz.com/game/5595/prince-of-persia-the-two-thrones/?region=All,/games/boxart/full_6382876AmericaFrontccc.jpg
65,Prince of Persia: The Two Thrones,21-Nov-08,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,3995,Adventure,M,XB,,,,0.58,0.33,0.22,,0.03,2005.0,http://www.vgchartz.com/game/1791/prince-of-persia-the-two-thrones/?region=All,/games/boxart/9923365ccc.jpg
66,Prince of Persia: The Two Thrones,21-Nov-08,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,10421,Adventure,M,GC,8.7,,,0.15,0.11,0.03,,0.0,2005.0,http://www.vgchartz.com/game/5594/prince-of-persia-the-two-thrones/?region=All,/games/boxart/8686198ccc.jpg
67,Prince of Persia: The Two Thrones,21-Nov-08,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,20479,Adventure,M,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/13245/prince-of-persia-the-two-thrones/?region=All,/games/boxart/7827090ccc.jpg
68,The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,8478,Role-Playing,T,PS2,,,,0.21,0.1,0.08,,0.03,2004.0,http://www.vgchartz.com/game/5822/the-bards-tale/?region=All,/games/boxart/1506727ccc.jpg
69,The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,12419,Role-Playing,T,XB,,,,0.1,0.08,0.02,,0.0,2004.0,http://www.vgchartz.com/game/2377/the-bards-tale/?region=All,/games/boxart/819873ccc.jpg
70,The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,47969,Role-Playing,,NES,,,,,,,,,1991.0,http://www.vgchartz.com/game/18231/the-bards-tale/?region=All,/games/boxart/full_1447701AmericaFrontccc.jpg
71,The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,47970,Action,T,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/41772/the-bards-tale/?region=All,/games/boxart/full_8683192AmericaFrontccc.jpg
72,The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,8478,Role-Playing,T,PS2,,,,0.21,0.1,0.08,,0.03,2004.0,http://www.vgchartz.com/game/5822/the-bards-tale/?region=All,/games/boxart/1506727ccc.jpg
73,The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,12419,Role-Playing,T,XB,,,,0.1,0.08,0.02,,0.0,2004.0,http://www.vgchartz.com/game/2377/the-bards-tale/?region=All,/games/boxart/819873ccc.jpg
74,The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,47969,Role-Playing,,NES,,,,,,,,,1991.0,http://www.vgchartz.com/game/18231/the-bards-tale/?region=All,/games/boxart/full_1447701AmericaFrontccc.jpg
75,The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0.0,0.0,70.0,47970,Action,T,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/41772/the-bards-tale/?region=All,/games/boxart/full_8683192AmericaFrontccc.jpg
76,Space Hack,15-Nov-05,4.99,"200,000-500,000",,Meridian4,0.0,0.0,63.0,45656,Action,T,PC,,,,,,,,,2014.0,http://www.vgchartz.com/game/84120/space-hack/?region=All,/games/boxart/full_2296097AmericaFrontccc.jpg
77,Blitzkrieg 2 Anthology,23-Sep-05,4.99,"100,000-200,000",Nival,Nival,0.0,0.0,75.0,18681,Strategy,,PC,,,,0.01,,0.01,,0.0,2008.0,http://www.vgchartz.com/game/42418/blitzkrieg-2-anthology/?region=All,/games/boxart/full_5938052PALFrontccc.jpg
78,Cossacks II: Napoleonic Wars,26-Apr-05,4.99,"100,000-200,000",GSC Game World,GSC World Publishing,0.0,0.0,73.0,20798,Strategy,T,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/7428/cossacks-ii-napoleonic-wars/?region=All,/games/boxart/full_cossacks-ii-napoleonic-wars_5AmericaFront.jpg
79,Imperial Glory,15-May-05,4.99,"100,000-200,000",Pyro Studios,Kalypso Media Digital,0.0,0.0,69.0,15959,Strategy,T,PC,,,,0.04,,0.04,,0.0,2005.0,http://www.vgchartz.com/game/26571/imperial-glory/?region=All,/games/boxart/4887650ccc.jpg
80,RPG Maker XP,16-Sep-05,24.99,"100,000-200,000",KADOKAWA,Degica,0.0,0.0,,43316,Role-Playing,E,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/30314/rpg-maker-xp/?region=All,/games/boxart/full_4723706AmericaFrontccc.png
81,Myst V: End of Ages,19-Jul-05,9.99,"50,000-100,000",Cyan Worlds,Cyan Worlds,0.0,0.0,80.0,20409,Adventure,,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/19033/myst-v-end-of-ages/?region=All,/games/boxart/full_6814677AmericaFrontccc.jpg
82,Crazy Machines,1-Oct-05,9.99,"50,000-100,000",Fakt Software,Viva Media,0.0,0.0,78.0,16576,Puzzle,,DS,,,,0.03,,0.03,,0.0,2008.0,http://www.vgchartz.com/game/35373/crazy-machines/?region=All,/games/boxart/full_6776753PALFrontccc.jpg
83,Crazy Machines,1-Oct-05,9.99,"50,000-100,000",Fakt Software,Viva Media,0.0,0.0,78.0,17414,Puzzle,E,Wii,,,,0.02,0.01,0.01,,0.0,2011.0,http://www.vgchartz.com/game/46624/crazy-machines/?region=All,/games/boxart/full_crazy-machines_568AmericaFront.jpg
84,Crazy Machines,12-Dec-08,9.99,"50,000-100,000",Fakt Software,Viva Media,0.0,0.0,78.0,16576,Puzzle,,DS,,,,0.03,,0.03,,0.0,2008.0,http://www.vgchartz.com/game/35373/crazy-machines/?region=All,/games/boxart/full_6776753PALFrontccc.jpg
85,Crazy Machines,12-Dec-08,9.99,"50,000-100,000",Fakt Software,Viva Media,0.0,0.0,78.0,17414,Puzzle,E,Wii,,,,0.02,0.01,0.01,,0.0,2011.0,http://www.vgchartz.com/game/46624/crazy-machines/?region=All,/games/boxart/full_crazy-machines_568AmericaFront.jpg
86,Obscure,6-Apr-05,6.99,"50,000-100,000",Hydravision Entertainment,Mighty Rocket Studio,0.0,0.0,63.0,14061,Adventure,M,PS2,6.8,,,0.07,0.03,0.03,,0.01,2005.0,http://www.vgchartz.com/game/5551/obscure/?region=All,/games/boxart/2677386ccc.jpg
87,Obscure,6-Apr-05,6.99,"50,000-100,000",Hydravision Entertainment,Mighty Rocket Studio,0.0,0.0,63.0,16220,Adventure,M,XB,,,,0.04,0.03,0.01,,0.0,2005.0,http://www.vgchartz.com/game/1662/obscure/?region=All,/games/boxart/331676ccc.jpg
88,Obscure,6-Apr-05,6.99,"50,000-100,000",Hydravision Entertainment,Mighty Rocket Studio,0.0,0.0,63.0,20736,Adventure,M,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/21848/obscure/?region=All,/games/boxart/6284836ccc.jpg
89,Geneforge 3,1-Apr-05,19.99,"50,000-100,000",Spiderweb Software,Spiderweb Software,0.0,0.0,,31970,Role-Playing,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/67929/geneforge-3/?region=All,/games/boxart/default.jpg
90,Voyage: Journey to the Moon,16-Aug-05,4.99,"50,000-100,000",Microids,Microids,0.0,0.0,,50831,Action,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/84503/voyage-journey-to-the-moon/?region=All,/games/boxart/full_1628978PALFrontccc.jpg
91,rFactor,31-Aug-05,24.99,"50,000-100,000",Image Space Incorporated,Image Space Incorporated,0.0,0.0,,20750,Racing,,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/51954/rfactor/?region=All,/games/boxart/full_rfactor_680PALFront.jpg
92,Sudeki,25-Mar-05,5.99,"50,000-100,000",Climax Studios,Climax Group,0.0,0.0,,9075,Role-Playing,M,XB,,,,0.19,0.14,0.04,,0.01,2004.0,http://www.vgchartz.com/game/2259/sudeki/?region=All,/games/boxart/973979ccc.jpg
93,Sudeki,25-Mar-05,5.99,"50,000-100,000",Climax Studios,Climax Group,0.0,0.0,,46684,Role-Playing,M,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/35842/sudeki/?region=All,/games/boxart/full_2684251PALFrontccc.jpg
94,UFO: Aftershock,21-Oct-05,3.99,"50,000-100,000",ALTAR Interactive,1C Entertainment,0.0,0.0,,50174,Strategy,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/23831/ufo-aftershock/?region=All,/games/boxart/9424787ccc.png
95,UFO: Aftershock,21-Oct-05,3.99,"50,000-100,000",ALTAR Interactive,1C Entertainment,0.0,0.0,,50175,Role-Playing,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/62446/ufo-aftershock/?region=All,/games/boxart/default.jpg
96,The Moment of Silence,1-Mar-05,14.99,"20,000-50,000",House of Tales,HandyGames,0.0,0.0,70.0,48596,Adventure,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/21695/the-moment-of-silence/?region=All,/games/boxart/6845100ccc.jpg
97,Rag Doll Kung Fu,12-Oct-05,9.99,"20,000-50,000",Mark Healey,Mark Healey,0.0,0.0,69.0,42287,Fighting,M,PC,7.0,,,,,,,,2005.0,http://www.vgchartz.com/game/54134/rag-doll-kung-fu/?region=All,/games/boxart/full_rag-doll-kung-fu_778AmericaFront.png
98,Cold War,27-Sep-05,4.99,"20,000-50,000",Mindware Studios,THQ Nordic,0.0,0.0,64.0,17299,Shooter,T,XB,,,,0.02,0.02,0.01,,0.0,2005.0,http://www.vgchartz.com/game/373/cold-war/?region=All,/games/boxart/6825264ccc.jpg
99,Cold War,27-Sep-05,4.99,"20,000-50,000",Mindware Studios,THQ Nordic,0.0,0.0,64.0,26781,Shooter,T,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/21729/cold-war/?region=All,/games/boxart/full_913514AmericaFrontccc.jpg
100,Luxor 2,8-Dec-05,9.99,"20,000-50,000",MumboJumbo,MumboJumbo,0.0,0.0,,36520,Puzzle,E,XBL,5.5,,,,,,,,2007.0,http://www.vgchartz.com/game/30370/luxor-2/?region=All,/games/boxart/full_732678AmericaFrontccc.jpg
101,Luxor 2,8-Dec-05,9.99,"20,000-50,000",MumboJumbo,MumboJumbo,0.0,0.0,,36521,Puzzle,E,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/34482/luxor-2/?region=All,/games/boxart/full_8682848AmericaFrontccc.jpg
102,Luxor 2,10-Jun-08,9.99,"20,000-50,000",MumboJumbo,MumboJumbo,0.0,0.0,,36520,Puzzle,E,XBL,5.5,,,,,,,,2007.0,http://www.vgchartz.com/game/30370/luxor-2/?region=All,/games/boxart/full_732678AmericaFrontccc.jpg
103,Luxor 2,10-Jun-08,9.99,"20,000-50,000",MumboJumbo,MumboJumbo,0.0,0.0,,36521,Puzzle,E,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/34482/luxor-2/?region=All,/games/boxart/full_8682848AmericaFrontccc.jpg
104,18 Wheels of Steel: Convoy,1-Sep-05,9.99,"0-20,000",SCS Software,"Valusoft, Play Hard Games",0.0,0.0,,20681,Racing,E,PC,,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/52375/18-wheels-of-steel-convoy/?region=All,/games/boxart/full_18-wheels-of-steel-convoy_52AmericaFront.jpg
105,Fish Tycoon,14-Nov-05,9.99,"0-20,000",Last Day of Work,Last Day of Work,0.0,0.0,,7392,Simulation,E,DS,,,,0.26,0.24,0.0,,0.02,2007.0,http://www.vgchartz.com/game/12289/fish-tycoon/?region=All,/games/boxart/full_8160918AmericaFrontccc.jpg
106,Fish Tycoon,12-May-08,9.99,"0-20,000",Last Day of Work,Last Day of Work,0.0,0.0,,7392,Simulation,E,DS,,,,0.26,0.24,0.0,,0.02,2007.0,http://www.vgchartz.com/game/12289/fish-tycoon/?region=All,/games/boxart/full_8160918AmericaFrontccc.jpg
107,Luxor Amun Rising,8-Dec-05,9.99,"0-20,000",MumboJumbo,MumboJumbo,0.0,0.0,,36524,Puzzle,E,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/40976/luxor-amun-rising/?region=All,/games/boxart/full_4728034AmericaFrontccc.jpg
108,Luxor Amun Rising,10-Jun-08,9.99,"0-20,000",MumboJumbo,MumboJumbo,0.0,0.0,,36524,Puzzle,E,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/40976/luxor-amun-rising/?region=All,/games/boxart/full_4728034AmericaFrontccc.jpg
109,Wildlife Tycoon: Venture Africa,1-Oct-05,1.99,"0-20,000",Pocketwatch Games,Pocketwatch Games,0.0,0.0,,51316,Strategy,E,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/40463/wildlife-tycoon-venture-africa/?region=All,/games/boxart/full_8817104AmericaFrontccc.jpg
110,Disney's Chicken Little,20-Oct-05,9.99,"0-20,000",Avalanche Software,Disney Interactive,0.0,0.0,,3393,Platform,E,GBA,7.9,,,0.7,0.5,0.18,,0.01,2005.0,http://www.vgchartz.com/game/26501/disneys-chicken-little/?region=All,/games/boxart/2801795ccc.jpg
111,Disney's Chicken Little,20-Oct-05,9.99,"0-20,000",Avalanche Software,Disney Interactive,0.0,0.0,,3576,Platform,E10,PS2,6.3,,,0.65,0.32,0.25,,0.08,2005.0,http://www.vgchartz.com/game/4958/disneys-chicken-little/?region=All,/games/boxart/1782584ccc.jpg
112,Disney's Chicken Little,20-Oct-05,9.99,"0-20,000",Avalanche Software,Disney Interactive,0.0,0.0,,7258,Platform,E10,GC,7.0,,,0.27,0.21,0.05,,0.01,2005.0,http://www.vgchartz.com/game/351/disneys-chicken-little/?region=All,/games/boxart/2545376ccc.jpg
113,Disney's Chicken Little,20-Oct-05,9.99,"0-20,000",Avalanche Software,Disney Interactive,0.0,0.0,,10746,Platform,E10,XB,7.0,,,0.14,0.1,0.03,,0.0,2005.0,http://www.vgchartz.com/game/4959/disneys-chicken-little/?region=All,/games/boxart/full_2360309AmericaFrontccc.jpg
114,Disney's Chicken Little,20-Oct-05,9.99,"0-20,000",Avalanche Software,Disney Interactive,0.0,0.0,,28580,Platform,E10,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/33707/disneys-chicken-little/?region=All,/games/boxart/full_585037AmericaFrontccc.jpg
115,Massive Assault: Phantom Renaissance,3-Mar-05,9.99,"0-20,000",Wargaming.net,Wargaming.net,0.0,0.0,,37233,Strategy,,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/40512/massive-assault-phantom-renaissance/?region=All,/games/boxart/default.jpg
116,Half-Life Deathmatch: Source,1-May-06,9.99,"10,000,000-20,000,000",Valve,Valve,0.0,0.0,,32883,Shooter,M,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/43416/half-life-deathmatch-source/?region=All,/games/boxart/full_half-life-deathmatch-source_568AmericaFront.png
117,Garry's Mod,29-Nov-06,9.99,"10,000,000-20,000,000",Facepunch Studios,Valve,626.0,254.0,,23,Misc,,PC,,,18.58,,,,,,2004.0,http://www.vgchartz.com/game/33535/garrys-mod/?region=All,/games/boxart/full_6480469AmericaFrontccc.jpg
118,Half-Life 2: Episode One,1-Jun-06,7.99,"5,000,000-10,000,000",Valve,Valve,12.0,4.0,87.0,387,Shooter,M,PC,8.7,,3.92,,,,,,2006.0,http://www.vgchartz.com/game/7282/half-life-2-episode-one/?region=All,/games/boxart/full_825609AmericaFrontccc.jpg
119,Half-Life 2: Episode One,1-Jun-06,7.99,"5,000,000-10,000,000",Valve,Valve,12.0,4.0,87.0,32877,Misc,,OSX,,,,,,,,,2006.0,http://www.vgchartz.com/game/71661/half-life-2-episode-one/?region=All,/games/boxart/default.jpg
120,Psychonauts,11-Oct-06,9.99,"2,000,000-5,000,000",Double Fine Productions,Double Fine Productions,0.0,0.0,87.0,11520,Platform,T,XB,8.8,,,0.12,0.09,0.03,,0.0,2005.0,http://www.vgchartz.com/game/1810/psychonauts/?region=All,/games/boxart/9583907ccc.jpg
121,Psychonauts,11-Oct-06,9.99,"2,000,000-5,000,000",Double Fine Productions,Double Fine Productions,0.0,0.0,87.0,12715,Platform,T,PS2,8.6,,,0.09,0.05,0.04,,0.01,2005.0,http://www.vgchartz.com/game/5602/psychonauts/?region=All,/games/boxart/9570598ccc.jpg
122,Psychonauts,11-Oct-06,9.99,"2,000,000-5,000,000",Double Fine Productions,Double Fine Productions,0.0,0.0,87.0,20950,Platform,T,PC,8.8,,,0.0,,0.0,,0.0,2005.0,http://www.vgchartz.com/game/25556/psychonauts/?region=All,/games/boxart/5055479ccc.jpg
123,Psychonauts,11-Oct-06,9.99,"2,000,000-5,000,000",Double Fine Productions,Double Fine Productions,0.0,0.0,87.0,41810,Platform,T,XBL,,,,,,,,,2007.0,http://www.vgchartz.com/game/37007/psychonauts/?region=All,/games/boxart/full_6109063AmericaFrontccc.jpg
124,Civilization IV: Warlords,24-Jul-06,4.99,"1,000,000-2,000,000",Firaxis Games,2K,0.0,0.0,84.0,26573,Strategy,,PC,,,,,,,,,2006.0,http://www.vgchartz.com/game/25978/civilization-iv-warlords/?region=All,/games/boxart/full_9691236AmericaFrontccc.jpg
125,Company of Heroes,11-Sep-06,19.99,"500,000-1,000,000",Relic Entertainment,SEGA,0.0,0.0,93.0,15550,Strategy,M,PC,9.4,,,0.04,,0.04,,0.0,2006.0,http://www.vgchartz.com/game/7304/company-of-heroes/?region=All,/games/boxart/full_181753AmericaFrontccc.jpg
126,Red Orchestra: Ostfront 41-45,14-Mar-06,2.49,"500,000-1,000,000",Tripwire Interactive,Tripwire Interactive,0.0,0.0,81.0,2830,Shooter,M,PC,,,0.85,,,,,,2006.0,http://www.vgchartz.com/game/25942/red-orchestra-ostfront-41-45/?region=All,/games/boxart/full_8350924AmericaFrontccc.jpg
127,Sid Meier's Railroads!,16-Oct-06,9.99,"500,000-1,000,000","Firaxis Games, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",0.0,0.0,77.0,16232,Simulation,E,PC,,,,0.04,0.01,0.03,,0.0,2006.0,http://www.vgchartz.com/game/16803/sid-meiers-railroads/?region=All,/games/boxart/full_8189045AmericaFrontccc.jpg
128,FlatOut 2,21-Dec-06,9.99,"500,000-1,000,000",Bugbear Entertainment,Strategy First,0.0,0.0,76.0,10014,Racing,T,PS2,,,,0.16,0.08,0.06,,0.02,2006.0,http://www.vgchartz.com/game/5116/flatout-2/?region=All,/games/boxart/4359083ccc.jpg
129,FlatOut 2,21-Dec-06,9.99,"500,000-1,000,000",Bugbear Entertainment,Strategy First,0.0,0.0,76.0,15611,Racing,T,XB,,,,0.04,0.03,0.01,,0.0,2006.0,http://www.vgchartz.com/game/777/flatout-2/?region=All,/games/boxart/full_1347393AmericaFrontccc.jpg
130,FlatOut 2,21-Dec-06,9.99,"500,000-1,000,000",Bugbear Entertainment,Strategy First,0.0,0.0,76.0,20717,Racing,T,PC,,,,0.0,,0.0,,0.0,2006.0,http://www.vgchartz.com/game/27064/flatout-2/?region=All,/games/boxart/full_6436940AmericaFrontccc.jpg
131,Shadowgrounds,8-May-06,1.04,"500,000-1,000,000",Frozenbyte,Frozenbyte,0.0,0.0,74.0,44220,Shooter,M,PC,6.8,,,,,,,,2006.0,http://www.vgchartz.com/game/35938/shadowgrounds/?region=All,/games/boxart/full_3951358AmericaFrontccc.jpg
132,Call of Duty,13-Oct-06,19.99,"200,000-500,000",Infinity Ward,Activision,0.0,0.0,91.0,19793,Shooter,T,PC,7.0,,,0.01,,0.01,,0.0,2003.0,http://www.vgchartz.com/game/12812/call-of-duty/?region=All,/games/boxart/full_call-of-duty_432AmericaFront.jpg
133,Call of Duty,13-Oct-06,19.99,"200,000-500,000",Infinity Ward,Activision,0.0,0.0,91.0,25708,Shooter,T,NGage,5.9,,,,,,,,2004.0,http://www.vgchartz.com/game/19735/call-of-duty/?region=All,/games/boxart/full_call-of-duty_827AmericaFront.jpg
134,Call of Duty: United Offensive,13-Oct-06,19.99,"200,000-500,000",Gray Matter Studios,Activision,0.0,0.0,87.0,25733,Shooter,T,PC,,,,,,,,,2004.0,http://www.vgchartz.com/game/19036/call-of-duty-united-offensive/?region=All,/games/boxart/825056ccc.jpg
135,Call of Duty 2,13-Oct-06,19.99,"200,000-500,000",Infinity Ward,Activision,0.0,0.0,86.0,969,Shooter,T,X360,8.8,9.1,,2.06,1.84,0.04,0.01,0.16,2005.0,http://www.vgchartz.com/game/298/call-of-duty-2/?region=All,/games/boxart/full_5196183AmericaFrontccc.jpg
136,Call of Duty 2,13-Oct-06,19.99,"200,000-500,000",Infinity Ward,Activision,0.0,0.0,86.0,14472,Shooter,T,PC,7.0,,,0.06,0.0,0.05,,0.01,2005.0,http://www.vgchartz.com/game/13251/call-of-duty-2/?region=All,/games/boxart/full_7060537AmericaFrontccc.jpg
137,Call of Duty 2,13-Oct-06,19.99,"200,000-500,000",Infinity Ward,Activision,0.0,0.0,86.0,25709,Shooter,T,XBL,,,,,,,,,2009.0,http://www.vgchartz.com/game/37435/call-of-duty-2/?region=All,/games/boxart/full_5069464AmericaFrontccc.jpg
138,Tom Clancy's Rainbow Six Vegas,12-Dec-06,9.99,"200,000-500,000",Ubisoft Montreal,Ubisoft,0.0,0.0,85.0,20703,Shooter,M,PC,,,,0.0,0.0,0.0,,0.0,2006.0,http://www.vgchartz.com/game/16125/tom-clancys-rainbow-six-vegas/?region=All,/games/boxart/4014929ccc.jpg
