game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
Duke Nukem 3D: 20th Anniversary World Tour,11-Oct-16,19.99,"100,000-200,000","Nerve Software, Gearbox Software, LLC",Gearbox Publishing,0,0,29402,Shooter,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/137635/duke-nukem-3d-20th-anniversary-world-tour/?region=All,/games/boxart/full_3755202AmericaFrontccc.jpg,72,7.1
Duke Nukem Forever,13-Jun-11,19.99,"1,000,000-2,000,000",Gearbox Software,2K,0,0,2724,Shooter,M,PC,4.6,,0.89,,,,,,2011,http://www.vgchartz.com/game/29219/duke-nukem-forever/?region=All,/games/boxart/full_duke-nukem-forever_620AmericaFront.jpg,54,5.8
Duke Nukem Forever,13-Jun-11,19.99,"1,000,000-2,000,000",Gearbox Software,2K,0,0,2876,Shooter,M,X360,4.3,,,0.83,0.52,0.25,,0.07,2011,http://www.vgchartz.com/game/47133/duke-nukem-forever/?region=All,/games/boxart/full_duke-nukem-forever_761AmericaFront.jpg,49,4.5
Duke Nukem Forever,13-Jun-11,19.99,"1,000,000-2,000,000",Gearbox Software,2K,0,0,3123,Shooter,M,PS3,4.4,,,0.76,0.33,0.31,,0.11,2011,http://www.vgchartz.com/game/47132/duke-nukem-forever/?region=All,/games/boxart/full_duke-nukem-forever_326AmericaFront.jpg,51,4.9
Dungeon Defenders,18-Oct-11,14.99,"2,000,000-5,000,000",Trendy Entertainment,Trendy Entertainment,0,0,744,Role-Playing,E10,PC,8.3,,2.48,,,,,,2011,http://www.vgchartz.com/game/47246/dungeon-defenders/?region=All,/games/boxart/full_dungeon-defenders_987AmericaFront.jpg,81,7.3
Dungeon of the Endless,27-Oct-14,11.99,"500,000-1,000,000",AMPLITUDE Studios,SEGA,29,9,29463,Misc,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/80527/dungeon-of-the-endless/?region=All,/games/boxart/default.jpg,79,7.7
Dungeon Siege,5-Apr-11,6.99,"500,000-1,000,000",Gas Powered Games,Square Enix,0,0,20310,Role-Playing,T,PC,,,,0,,0,,0,2002,http://www.vgchartz.com/game/12820/dungeon-siege/?region=All,/games/boxart/full_dungeon-siege_8AmericaFront.jpg,86,7.7
Dungeon Siege II,16-Aug-05,6.99,"500,000-1,000,000",Gas Powered Games,Square Enix,0,0,17251,Role-Playing,M,PC,,,,0.02,,0.02,,0,2005,http://www.vgchartz.com/game/13163/dungeon-siege-ii/?region=All,/games/boxart/989796ccc.jpg,80,7.7
Dungeon Siege III,20-Jun-11,14.99,"500,000-1,000,000",Obsidian Entertainment,Square Enix,0,0,3645,Role-Playing,T,PC,7.3,,0.64,,,,,,2011,http://www.vgchartz.com/game/47140/dungeon-siege-iii/?region=All,/games/boxart/full_dungeon-siege-iii_163AmericaFront.jpg,72,4.7
Dungeon Siege III,20-Jun-11,14.99,"500,000-1,000,000",Obsidian Entertainment,Square Enix,0,0,5600,Role-Playing,T,PS3,7.3,,,0.39,0.17,0.13,0.03,0.06,2011,http://www.vgchartz.com/game/45442/dungeon-siege-iii/?region=All,/games/boxart/full_dungeon-siege-iii_356AmericaFront.jpg,71,6.3
Dungeon Siege III,20-Jun-11,14.99,"500,000-1,000,000",Obsidian Entertainment,Square Enix,0,0,5850,Role-Playing,T,X360,7.2,,,0.37,0.21,0.12,0.01,0.03,2011,http://www.vgchartz.com/game/45443/dungeon-siege-iii/?region=All,/games/boxart/full_dungeon-siege-iii_808AmericaFront.jpg,72,5.9
Dungeon Souls,2-Dec-16,12.99,"100,000-200,000","Lamina Studios, Mike Studios",Black Shell Media,0,0,12094,Action-Adventure,,PC,,,0.11,,,,,,2016,http://www.vgchartz.com/game/224208/dungeon-souls/?region=All,/games/boxart/full_1380682AmericaFrontccc.jpg,67,5
Dungeons,10-Feb-11,9.99,"200,000-500,000",Realmforge Studios,Kalypso Media Digital,0,0,12684,Strategy,M,PC,6.5,,,0.09,0.07,0.02,,0.01,2011,http://www.vgchartz.com/game/46740/dungeons/?region=All,/games/boxart/full_dungeons_5AmericaFront.jpg,65,4.6
Dungeons & Dragons: Chronicles of Mystara,18-Jun-13,14.99,"100,000-200,000",Iron Galaxy Studios,Capcom,0,0,9675,Role-Playing,,PC,,,0.17,,,,,,2014,http://www.vgchartz.com/game/223836/dungeons-amp-dragons-chronicles-of-mystara/?region=All,/games/boxart/full_4783594AmericaFrontccc.jpg,80,6.7
Dungeons 2,24-Apr-15,19.99,"1,000,000-2,000,000",Realmforge Studios,Kalypso Media Digital,0,0,17580,Role-Playing,T,PS4,,,,0.02,0.02,,,0,2016,http://www.vgchartz.com/game/88524/dungeons-2/?region=All,/games/boxart/full_7659979AmericaFrontccc.jpg,61,6.9
Dungeons 2,24-Apr-15,19.99,"1,000,000-2,000,000",Realmforge Studios,Kalypso Media Digital,0,0,20295,Role-Playing,,PC,,,,0,,0,,0,2015,http://www.vgchartz.com/game/85422/dungeons-2/?region=All,/games/boxart/full_4215233AmericaFrontccc.jpg,70,7.3
Dungeons 3,13-Oct-17,39.99,"200,000-500,000",Realmforge Studios,Kalypso Media Digital,0,0,11140,Strategy,T,PC,,,0.13,,,,,,2017,http://www.vgchartz.com/game/212044/dungeons-3/?region=All,/games/boxart/full_9826035AmericaFrontccc.png,75,7.7
Dungeons of Dredmor,13-Jul-11,4.99,"500,000-1,000,000","Gaslamp Games, Inc.","Gaslamp Games, Inc.",0,0,4171,Role-Playing,,PC,8,,0.55,,,,,,2011,http://www.vgchartz.com/game/53114/dungeons-of-dredmor/?region=All,/games/boxart/full_dungeons-of-dredmor_54AmericaFront.jpg,79,7.7
Duskers,18-May-16,19.99,"50,000-100,000",Misfits Attic,Misfits Attic,0,0,53545,Misc,,PC,,,,,,,,,2019,http://www.vgchartz.com/game/220872/duskers/?region=All,/games/boxart/default.jpg,83,7.1
Dust: An Elysian Tail,24-May-13,14.99,"1,000,000-2,000,000",Humble Hearts LLC,Xbox Game Studios,203,67,2558,Platform,E10,PC,,,0.94,,,,,,2013,http://www.vgchartz.com/game/84352/dust-an-elysian-tail/?region=All,/games/boxart/full_4067616AmericaFrontccc.jpg,85,8.5
Dying Light,26-Jan-15,39.99,"2,000,000-5,000,000",Techland,Techland Publishing,137,185,462,Action,,PC,,,3.47,,,,,,2016,http://www.vgchartz.com/game/72237/dying-light/?region=All,/games/boxart/full_5613940PALFrontccc.jpg,75,7.9
Dying Light,26-Jan-15,39.99,"2,000,000-5,000,000",Techland,Techland Publishing,137,185,757,Action,M,PS4,,,,2.45,1.18,0.74,0.13,0.4,2015,http://www.vgchartz.com/game/72235/dying-light/?region=All,/games/boxart/full_1175839AmericaFrontccc.jpg,74,7.9
Dyscourse,25-Mar-15,14.99,"50,000-100,000",Owlchemy Labs,Owlchemy Labs,0,0,29557,Adventure,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85276/dyscourse/?region=All,/games/boxart/default.jpg,71,4.8
E.Y.E: Divine Cybermancy,29-Jul-11,9.99,"500,000-1,000,000",Streum On Studio,Streum On Studio,0,0,29563,Role-Playing,RP,PC,,,,,,,,,2011,http://www.vgchartz.com/game/67061/eye-divine-cybermancy/?region=All,/games/boxart/default.jpg,61,6.9
Eagle Flight,20-Dec-16,19.99,"0-20,000",Ubisoft Montreal Studio,Ubisoft,0,0,8735,Adventure,E10,PS4,,,,0.2,0.09,0.08,,0.03,2016,http://www.vgchartz.com/game/141903/eagle-flight/?region=All,/games/boxart/full_9728922AmericaFrontccc.jpg,73,7.1
Earth 2160,1-Apr-06,4.99,"200,000-500,000",Reality Pump Studios,"Topware Interactive, ACE",430,287,21116,Strategy,T,PC,,,,0,,0,,,2005,http://www.vgchartz.com/game/24976/earth-2160/?region=All,/games/boxart/full_earth-2160_56AmericaFront.jpg,73,7.4
Earth Defense Force: Insect Armageddon,14-Dec-11,9.99,"50,000-100,000","Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",0,0,8790,Shooter,T,PS3,6.6,,,0.2,0.06,0.04,0.08,0.02,2011,http://www.vgchartz.com/game/47386/earth-defense-force-insect-armageddon/?region=All,/games/boxart/full_earth-defense-force-insect-armageddon_665AmericaFront.jpg,63,7.1
Earth Defense Force: Insect Armageddon,14-Dec-11,9.99,"50,000-100,000","Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",0,0,9188,Shooter,T,X360,6.7,,,0.19,0.1,0.04,0.03,0.01,2011,http://www.vgchartz.com/game/47242/earth-defense-force-insect-armageddon/?region=All,/games/boxart/full_earth-defense-force-insect-armageddon_265AmericaFront.jpg,68,8.3
Earthfall,12-Jul-18,24.99,"50,000-100,000",Holospark,Holospark,0,0,15695,Action-Adventure,,PS4,,,,0.04,0.03,,,0.01,2018,http://www.vgchartz.com/game/222004/earthfall/?region=All,/games/boxart/full_753382AmericaFrontccc.jpg,54,5.6
Earthfall,12-Jul-18,24.99,"50,000-100,000",Holospark,Holospark,0,0,53555,Action-Adventure,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/222002/earthfall/?region=All,/games/boxart/default.jpg,61,tbd
Earthworm Jim,4-Nov-09,19.99,"0-20,000",Shiny Entertainment,Interplay Inc.,0,0,6983,Platform,E,GBA,7.2,,,0.29,0.2,0.08,,0.01,2001,http://www.vgchartz.com/game/16319/earthworm-jim/?region=All,/games/boxart/4541582ccc.gif,72,5.9
Earthworm Jim 2,4-Nov-09,19.99,"20,000-50,000",Shiny Entertainment,Interplay Inc.,0,0,16492,Platform,E,GBA,4.7,,,0.03,0.02,0.01,,0,2002,http://www.vgchartz.com/game/14945/earthworm-jim-2/?region=All,/games/boxart/3049038ccc.jpg,45,5.6
East India Company,31-Jul-09,9.99,"50,000-100,000",Nitro Games,Nitro Games,0,0,16038,Strategy,T,PC,7.4,,,0.04,0.03,0,,0,2009,http://www.vgchartz.com/game/32869/east-india-company/?region=All,/games/boxart/default.jpg,67,5.8
Edna & Harvey: Harvey's New Eyes,16-Oct-12,19.99,"200,000-500,000",Daedalic Entertainment,Daedalic Entertainment,0,0,8332,Adventure,,PC,,,0.22,,,,,,2011,http://www.vgchartz.com/game/64151/edna-amp-harvey-harveys-new-eyes/?region=All,/games/boxart/full_edna-ampamp-harvey-harveys-new-eyes_655PALFront.jpg,75,7.9
Edna & Harvey: The Breakout,25-Oct-13,14.99,"200,000-500,000",Daedalic Entertainment,Daedalic Entertainment,0,0,10761,Adventure,,PC,,,0.14,,,,,,2013,http://www.vgchartz.com/game/33489/edna-amp-harvey-the-breakout/?region=All,/games/boxart/full_1995048PALFrontccc.jpg,56,6.6
Elven Legacy,7-Apr-09,4.99,"50,000-100,000",1C:InoCo,1C Entertainment,0,0,15795,Strategy,T,PC,,,,0.04,0.04,,,0,2009,http://www.vgchartz.com/game/33224/elven-legacy/?region=All,/games/boxart/full_1836851AmericaFrontccc.jpg,71,7.1
Endless Legend,18-Sep-14,29.99,"1,000,000-2,000,000",AMPLITUDE Studios,SEGA,0,0,29905,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/79200/endless-legend/?region=All,/games/boxart/default.jpg,82,7.9
Endless Space 2,18-May-17,39.99,"1,000,000-2,000,000",AMPLITUDE Studios,SEGA,0,0,53573,Strategy,E10,PC,,,,,,,,,2017,http://www.vgchartz.com/game/220652/endless-space-2/?region=All,/games/boxart/default.jpg,80,7.7
Enemy Front,10-Jun-14,1.99,"200,000-500,000",CI Games,CI Games,0,0,9387,Shooter,M,PC,,,0.18,,,,,,2014,http://www.vgchartz.com/game/80626/enemy-front/?region=All,/games/boxart/full_1018206AmericaFrontccc.jpg,52,5.7
Enemy Front,10-Jun-14,1.99,"200,000-500,000",CI Games,CI Games,0,0,14727,Shooter,M,PS3,,,,0.06,0.01,0.04,,0.01,2014,http://www.vgchartz.com/game/80624/enemy-front/?region=All,/games/boxart/full_1101668AmericaFrontccc.jpg,43,5.9
Enemy Front,10-Jun-14,1.99,"200,000-500,000",CI Games,CI Games,0,0,15555,Shooter,M,X360,,,,0.04,0.02,0.03,,0,2014,http://www.vgchartz.com/game/80625/enemy-front/?region=All,/games/boxart/full_8274866AmericaFrontccc.jpg,35,5.7
Enter the Gungeon,5-Apr-16,14.99,"1,000,000-2,000,000",Dodge Roll,Devolver Digital,877,1312,2052,Shooter,,PC,,,1.14,,,,,,2016,http://www.vgchartz.com/game/84951/enter-the-gungeon/?region=All,/games/boxart/full_9075445AmericaFrontccc.jpg,84,7.7
Enter the Gungeon,5-Apr-16,14.99,"1,000,000-2,000,000",Dodge Roll,Devolver Digital,877,1312,29931,Shooter,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/84948/enter-the-gungeon/?region=All,/games/boxart/default.jpg,82,7.5
Epistory - Typing Chronicles,30-Mar-16,14.99,"200,000-500,000",Fishing Cactus,"Fishing Cactus, Plug In Digital",0,0,9736,Action-Adventure,,PC,,,0.17,,,,,,2009,http://www.vgchartz.com/game/223844/epistory-typing-chronicles/?region=All,/games/boxart/full_5523369AmericaFrontccc.jpg,74,7.6
Escape Dead Island,18-Nov-14,14.99,"50,000-100,000",Fatshark,Deep Silver,0,0,12545,Action,M,PS3,,,,0.1,0.05,0.03,,0.02,2014,http://www.vgchartz.com/game/83356/escape-dead-island/?region=All,/games/boxart/full_496632AmericaFrontccc.jpg,40,3.5
Escape Dead Island,18-Nov-14,14.99,"50,000-100,000",Fatshark,Deep Silver,0,0,13831,Action,M,X360,,,,0.07,0.03,0.04,,0.01,2014,http://www.vgchartz.com/game/83355/escape-dead-island/?region=All,/games/boxart/full_4515592AmericaFrontccc.jpg,32,3.7
Escape Dead Island,18-Nov-14,14.99,"50,000-100,000",Fatshark,Deep Silver,0,0,29965,Action,M,PC,,,,,,,,,2014,http://www.vgchartz.com/game/83357/escape-dead-island/?region=All,/games/boxart/full_1731031AmericaFrontccc.jpg,52,3.5
Escape Goat 2,24-Mar-14,9.99,"50,000-100,000",MagicalTimeBean,Double Fine Presents,0,0,29973,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/80857/escape-goat-2/?region=All,/games/boxart/default.jpg,76,7.5
Etherium,25-Mar-15,9.99,"50,000-100,000",Tindalos Interactive,Focus Home Interactive,0,0,30053,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/78381/etherium/?region=All,/games/boxart/default.jpg,62,6.3
Euro Truck Simulator 2,12-Oct-12,19.99,"5,000,000-10,000,000",SCS Software,SCS Software,344,170,182,Simulation,,PC,8.5,,5.98,,,,,,2013,http://www.vgchartz.com/game/71076/euro-truck-simulator-2/?region=All,/games/boxart/full_7497790PALFrontccc.jpg,79,8.7
Europa Universalis III: Divine Wind,21-Jan-11,9.99,"0-20,000",Paradox Development Studio,Paradox Interactive,0,0,30063,Strategy,E10,PC,,,,,,,,,2010,http://www.vgchartz.com/game/48172/europa-universalis-iii-divine-wind/?region=All,/games/boxart/full_europa-universalis-iii-divine-wind_872AmericaFront.jpg,71,8.7
Europa Universalis IV,13-Aug-13,39.99,"1,000,000-2,000,000",Paradox Development Studio,Paradox Interactive,1331,817,20915,Strategy,T,PC,,,,0,,0,,0,2014,http://www.vgchartz.com/game/75717/europa-universalis-iv/?region=All,/games/boxart/full_8210643AmericaFrontccc.jpg,87,8.8
EverQuest II,7-Dec-11,,"500,000-1,000,000",Daybreak Game Company,Daybreak Game Company,0,0,30114,Role-Playing,T,PC,,,,,,,,,2004,http://www.vgchartz.com/game/7421/everquest-ii/?region=All,/games/boxart/5120734ccc.jpg,83,7.4
Everybody's Gone to the Rapture,14-Apr-16,19.99,"20,000-50,000",The Chinese Room,"PlayStation Mobile, Inc.",0,0,30130,Adventure,,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/76719/everybodys-gone-to-the-rapture/?region=All,/games/boxart/full_7181904AmericaFrontccc.jpg,78,6.5
Everyday Shooter,8-May-08,9.99,"20,000-50,000",Queasy Games,,0,0,30135,Shooter,,PC,8,,,,,,,,2008,http://www.vgchartz.com/game/37395/everyday-shooter/?region=All,/games/boxart/full_1909962AmericaFrontccc.jpg,77,7.6
Evil Genius,22-Jun-09,9.99,"200,000-500,000",Elixir Studios,Rebellion,1,0,18503,Strategy,T,PC,,,,0.01,,0.01,,0,2004,http://www.vgchartz.com/game/24587/evil-genius/?region=All,/games/boxart/9588415ccc.jpg,75,8.3
Evochron Mercenary,16-Jan-12,19.99,"50,000-100,000",StarWraith 3D Games LLC,StarWraith 3D Games LLC,0,0,30155,Simulation,,PC,,,,,,,,,2010,http://www.vgchartz.com/game/50467/evochron-mercenary/?region=All,/games/boxart/full_evochron-mercenary_180AmericaFront.jpg,70,7.6
Evoland,4-Apr-13,9.99,"200,000-500,000",Shiro Games,Shiro Games,0,0,5190,Misc,,PC,,,0.43,,,,,,2013,http://www.vgchartz.com/game/77532/evoland/?region=All,/games/boxart/full_4700522AmericaFrontccc.jpg,61,6.8
Expeditions: Conquistador,30-May-13,19.99,"100,000-200,000",Logic Artists,THQ Nordic,0,0,53601,Strategy,,PC,,,,,,,,,,http://www.vgchartz.com/game/224452/expeditions-conquistador/?region=All,/games/boxart/default.jpg,77,8.1
Expeditions: Viking,27-Apr-17,29.99,"100,000-200,000",Logic Artists,THQ Nordic,0,0,53602,Strategy,,PC,,,,,,,,,,http://www.vgchartz.com/game/224451/expeditions-viking/?region=All,/games/boxart/default.jpg,74,8.1
Extinction,9-Apr-18,39.99,"0-20,000",Iron Galaxy,Modus Games,0,0,14695,Action,M,PS4,,,,0.06,0.05,,,0.01,2018,http://www.vgchartz.com/game/179410/extinction/?region=All,/games/boxart/full_4448628AmericaFrontccc.jpg,47,1.4
Extinction,9-Apr-18,39.99,"0-20,000",Iron Galaxy,Modus Games,0,0,30219,Action,M,PC,,6.9,,,,,,,2018,http://www.vgchartz.com/game/179411/extinction/?region=All,/games/boxart/full_8437650AmericaFrontccc.jpg,51,2.2
F.E.A.R.,21-May-10,54.99,"1,000,000-2,000,000","Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,0,0,4259,Shooter,M,PS3,,,,0.54,0.18,0.27,,0.09,2007,http://www.vgchartz.com/game/6073/fear/?region=All,/games/boxart/935570ccc.jpg,72,7.5
F.E.A.R.,21-May-10,54.99,"1,000,000-2,000,000","Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,0,0,6187,Shooter,M,X360,8.6,,,0.34,0.28,0.03,,0.03,2006,http://www.vgchartz.com/game/697/fear/?region=All,/games/boxart/9736709ccc.jpg,85,7.4
F.E.A.R.,21-May-10,54.99,"1,000,000-2,000,000","Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,0,0,20422,Shooter,M,PC,,,,0,,0,,0,2005,http://www.vgchartz.com/game/16288/fear/?region=All,/games/boxart/2836933ccc.jpg,88,8.3
F.E.A.R. 2: Project Origin,12-Feb-09,14.99,"1,000,000-2,000,000",Monolith,Warner Bros. Interactive Entertainment,0,0,4398,Shooter,M,X360,7.9,,,0.52,0.32,0.15,0,0.05,2009,http://www.vgchartz.com/game/26640/fear-2-project-origin/?region=All,/games/boxart/full_2073728AmericaFrontccc.jpg,77,8
F.E.A.R. 2: Project Origin,12-Feb-09,14.99,"1,000,000-2,000,000",Monolith,Warner Bros. Interactive Entertainment,0,0,4783,Shooter,M,PS3,8.2,,,0.47,0.19,0.2,0.01,0.08,2009,http://www.vgchartz.com/game/26639/fear-2-project-origin/?region=All,/games/boxart/full_9519564AmericaFrontccc.jpg,79,7.9
F.E.A.R. 2: Project Origin,12-Feb-09,14.99,"1,000,000-2,000,000",Monolith,Warner Bros. Interactive Entertainment,0,0,12662,Shooter,M,PC,8.2,8.5,,0.09,0.04,0.05,,0.01,2009,http://www.vgchartz.com/game/26638/fear-2-project-origin/?region=All,/games/boxart/full_556780AmericaFrontccc.jpg,79,7.8
F.E.A.R. 3,21-Jun-11,19.99,"1,000,000-2,000,000",Day 1 Studios,Warner Bros. Interactive Entertainment,0,0,2175,Shooter,M,PC,7.5,,1.1,,,,,,2011,http://www.vgchartz.com/game/40828/fear-3/?region=All,/games/boxart/full_fear-3_171AmericaFront.jpg,74,5.8
F.E.A.R. 3,21-Jun-11,19.99,"1,000,000-2,000,000",Day 1 Studios,Warner Bros. Interactive Entertainment,0,0,4979,Shooter,M,PS3,7.8,,,0.45,0.21,0.16,0.01,0.07,2011,http://www.vgchartz.com/game/40829/fear-3/?region=All,/games/boxart/full_fear-3_734AmericaFront.jpg,74,7.2
F.E.A.R. 3,21-Jun-11,19.99,"1,000,000-2,000,000",Day 1 Studios,Warner Bros. Interactive Entertainment,0,0,5027,Shooter,M,X360,7.8,,,0.45,0.3,0.11,0.01,0.04,2011,http://www.vgchartz.com/game/40827/fear-3/?region=All,/games/boxart/full_fear-3_314AmericaFront.jpg,75,6.9
F1 2011,19-Sep-11,14.99,"100,000-200,000",Codemasters Birmingham,Codemasters,0,0,1933,Racing,E,PS3,8.4,,,1.2,0.12,0.75,0.11,0.23,2011,http://www.vgchartz.com/game/51210/f1-2011/?region=All,/games/boxart/full_f1-2011_344AmericaFront.jpg,82,7.1
F1 2011,19-Sep-11,14.99,"100,000-200,000",Codemasters Birmingham,Codemasters,0,0,3293,Racing,E,X360,8.5,,,0.72,0.11,0.5,0.01,0.09,2011,http://www.vgchartz.com/game/51209/f1-2011/?region=All,/games/boxart/full_f1-2011_414AmericaFront.jpg,84,7.1
F1 2011,19-Sep-11,14.99,"100,000-200,000",Codemasters Birmingham,Codemasters,0,0,9252,Racing,E,PC,8.1,,,0.18,,0.15,,0.04,2011,http://www.vgchartz.com/game/51211/f1-2011/?region=All,/games/boxart/full_f1-2011_231AmericaFront.jpg,83,7.1
F1 2011,19-Sep-11,14.99,"100,000-200,000",Codemasters Birmingham,Codemasters,0,0,9796,Racing,E,3DS,5.5,,,0.17,0.07,0.09,,0.01,2011,http://www.vgchartz.com/game/51820/f1-2011/?region=All,/games/boxart/full_f1-2011_91AmericaFront.jpg,59,6.4
F1 2012,17-Sep-12,19.99,"200,000-500,000",Codemasters Birmingham,Codemasters,0,0,2368,Racing,E,PS3,7.9,,,1.01,0.12,0.65,0.05,0.18,2012,http://www.vgchartz.com/game/70927/f1-2012/?region=All,/games/boxart/full_7813119AmericaFrontccc.jpg,81,7.5
F1 2012,17-Sep-12,19.99,"200,000-500,000",Codemasters Birmingham,Codemasters,0,0,4665,Racing,E,X360,8.5,,,0.49,0.1,0.34,,0.05,2012,http://www.vgchartz.com/game/70928/f1-2012/?region=All,/games/boxart/full_9851387AmericaFrontccc.jpg,84,6.9
F1 2012,17-Sep-12,19.99,"200,000-500,000",Codemasters Birmingham,Codemasters,0,0,5912,Racing,E,PC,8.8,,0.36,,,,,,2012,http://www.vgchartz.com/game/70926/f1-2012/?region=All,/games/boxart/full_7495681AmericaFrontccc.jpg,80,7.1
F1 2014,16-Oct-14,29.99,"100,000-200,000",Codemasters,Codemasters,0,0,5319,Racing,,PS3,,,,0.42,0.07,0.27,0.02,0.06,2014,http://www.vgchartz.com/game/84669/f1-2014/?region=All,/games/boxart/full_1911251AmericaFrontccc.jpg,62,4.2
F1 2014,16-Oct-14,29.99,"100,000-200,000",Codemasters,Codemasters,0,0,8199,Racing,,X360,,,,0.23,0.08,0.13,0,0.02,2014,http://www.vgchartz.com/game/84670/f1-2014/?region=All,/games/boxart/full_8817342AmericaFrontccc.jpg,64,4
F1 2014,16-Oct-14,29.99,"100,000-200,000",Codemasters,Codemasters,0,0,9712,Racing,,PC,,,0.17,,,,,,2014,http://www.vgchartz.com/game/84671/f1-2014/?region=All,/games/boxart/full_5447959PALFrontccc.jpg,61,4.8
F1 2015,9-Jul-15,39.99,"2,000,000-5,000,000","Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",201,67,3431,Racing,,PS4,,,,0.68,0.1,0.45,0.04,0.1,2015,http://www.vgchartz.com/game/85282/f1-2015/?region=All,/games/boxart/full_1966900PALFrontccc.jpg,65,6.4
F1 2015,9-Jul-15,39.99,"2,000,000-5,000,000","Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",201,67,14587,Racing,,PC,,,,0.06,,0.06,,0,2015,http://www.vgchartz.com/game/85280/f1-2015/?region=All,/games/boxart/full_4069939PALFrontccc.jpg,61,3.9
F1 2016,18-Aug-16,59.99,"200,000-500,000","Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",0,0,3053,Racing,,PS4,,,,0.78,0.07,0.56,0.03,0.11,2017,http://www.vgchartz.com/game/115633/f1-2016/?region=All,/games/boxart/full_5248298PALFrontccc.png,82,8.1
F1 2016,18-Aug-16,59.99,"200,000-500,000","Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",0,0,6469,Racing,,PC,,,0.32,,,,,,2017,http://www.vgchartz.com/game/115635/f1-2016/?region=All,/games/boxart/full_4533493PALFrontccc.jpg,86,7.7
F1 2017,24-Aug-17,59.99,"200,000-500,000","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",1,0,3742,Racing,E,PS4,,,,0.62,0.04,0.47,0.02,0.09,2017,http://www.vgchartz.com/game/177462/f1-2017/?region=All,/games/boxart/full_3670653AmericaFrontccc.jpg,86,7.8
